Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
36910,1256,37614.0,1599,88.0,17.0,182,334.0,2.0,2.0,2794.0,2604.0,1397.0,1397.0,1397.0,0.0,1302.0,1302.0,1302.0,0.0,16200000.0,11976.0479,111.3333333,185.9067867,326.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,64.0,64.0,5988.023952,5988.023952,1302.0,1397.0,1359.0,52.03364296,2707.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1698.75,1397.0,1302.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2794.0,2.0,2604.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
75598,1267,49165.0,1599,88.0,6.0,182,543.0,7.0,4.0,490.0,414.0,236.0,0.0,70.0,113.4313302,207.0,0.0,103.5,119.5115057,1664825.046,20257.82689,54.3,113.9327775,365.0,1.0,543.0,90.5,189.3554858,474.0,1.0,396.0,132.0,223.4345542,390.0,3.0,0.0,0.0,0.0,0.0,164.0,104.0,12891.34438,7366.482505,0.0,236.0,75.33333333,108.3331002,11736.06061,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,82.18181818,70.0,103.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,490.0,4.0,414.0,8192.0,2053.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
75602,1267,49170.0,1599,88.0,6.0,182,960.0,7.0,4.0,2874.0,2884.0,1428.0,0.0,410.5714286,695.0412115,1442.0,0.0,721.0,832.5390882,5997916.667,11458.33333,96.0,231.1334391,751.0,1.0,960.0,160.0,319.7605354,811.0,1.0,835.0,278.3333333,475.1592715,827.0,4.0,0.0,0.0,0.0,0.0,164.0,104.0,7291.666667,4166.666667,0.0,1442.0,479.8333333,705.4543131,497665.7879,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,523.4545455,410.5714286,721.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2874.0,4.0,2884.0,8192.0,2053.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
75603,1267,49171.0,1599,88.0,6.0,182,781.0,8.0,6.0,5056.0,270.0,2519.0,0.0,632.0,956.4187666,129.0,0.0,45.0,65.12142505,6819462.228,17925.73624,60.07692308,138.197601,514.0,1.0,781.0,111.5714286,213.0726458,590.0,1.0,714.0,142.8,215.4534753,514.0,3.0,0.0,0.0,0.0,0.0,184.0,144.0,10243.27785,7682.458387,0.0,2519.0,355.0666667,743.5829732,552915.6381,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,380.4285714,632.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5056.0,6.0,270.0,8192.0,2053.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
69559,1265,27886.0,1599,53.0,17.0,182,241.0,2.0,2.0,64.0,158.0,32.0,32.0,32.0,0.0,79.0,79.0,79.0,0.0,921161.8257,16597.51037,80.33333333,137.4093641,239.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,64.0,64.0,8298.755187,8298.755187,32.0,79.0,50.8,25.7429602,662.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.5,32.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,2.0,158.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
23013,1258,49441.0,2696,80.0,6.0,182,107417257.0,5.0,3.0,305.0,247.0,287.0,0.0,61.0,126.364552,241.0,0.0,82.33333333,137.442109,5.138839097,0.074475929,15300000.0,40500000.0,107000000.0,4.0,107000000.0,26900000.0,53600000.0,107000000.0,128.0,43919.0,21959.5,31049.76587,43915.0,4.0,0.0,0.0,0.0,0.0,112.0,72.0,0.046547456,0.027928473,0.0,287.0,61.33333333,115.5086577,13342.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,61.0,82.33333333,0.0,0.0,0.0,0.0,0.0,0.0,5.0,305.0,3.0,247.0,8192.0,946.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
82096,1264,49179.0,2698,80.0,6.0,182,109797251.0,5.0,3.0,304.0,247.0,286.0,0.0,60.8,125.9174333,241.0,0.0,82.33333333,137.442109,5.018340578,0.072861569,15700000.0,41500000.0,110000000.0,78.0,110000000.0,27400000.0,54800000.0,110000000.0,78.0,41452.0,20726.0,28801.87341,41092.0,360.0,0.0,0.0,0.0,0.0,112.0,72.0,0.045538481,0.027323088,0.0,286.0,61.22222222,115.2646713,13285.94444,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.875,60.8,82.33333333,0.0,0.0,0.0,0.0,0.0,0.0,5.0,304.0,3.0,247.0,8192.0,946.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
24337,1258,49450.0,4563,443.0,6.0,182,325794.0,7.0,8.0,750.0,6690.0,341.0,0.0,107.1428571,137.1354909,1460.0,0.0,836.25,683.6379054,22836.51633,46.04136356,23271.0,31677.92563,66039.0,27.0,261775.0,43629.16667,33599.57953,66346.0,176.0,262400.0,37485.71429,34942.9211,66854.0,48.0,0.0,0.0,0.0,0.0,152.0,172.0,21.48596966,24.5553939,0.0,1460.0,465.0,610.9900163,373308.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,496.0,107.1428571,836.25,0.0,0.0,0.0,0.0,0.0,0.0,7.0,750.0,8.0,6690.0,8192.0,511.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
83119,1264,49182.0,4589,443.0,6.0,182,3805250.0,19.0,19.0,17191.0,14161.0,5601.0,0.0,904.7894737,1473.183913,2117.0,0.0,745.3157895,776.6975711,8239.143289,9.986203272,102844.5946,513555.5567,3135518.0,4.0,3805250.0,211402.7778,731041.6534,3135681.0,4.0,3658430.0,203246.1111,744972.9057,3181568.0,4.0,0.0,0.0,0.0,0.0,392.0,392.0,4.993101636,4.993101636,0.0,5601.0,803.8974359,1156.542028,1337589.463,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,825.0526316,904.7894737,745.3157895,0.0,0.0,0.0,0.0,0.0,0.0,19.0,17191.0,19.0,14161.0,8192.0,251.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
13698,1263,60590.0,1590,53.0,17.0,182,230612.0,1.0,1.0,63.0,153.0,63.0,63.0,63.0,0.0,153.0,153.0,153.0,0.0,936.6381628,8.672575581,230612.0,0.0,230612.0,230612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,4.336287791,4.336287791,63.0,153.0,93.0,51.96152423,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,139.5,63.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0,1.0,153.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21272,1258,49452.0,623,80.0,6.0,182,88215422.0,3203.0,4814.0,21207.0,9017024.0,328.0,0.0,6.620980331,20.87150144,4380.0,0.0,1873.083506,702.6930113,102456.3596,90.87980104,11004.91791,742308.7458,66100000.0,0.0,22200000.0,6919.970331,129460.9585,5020040.0,0.0,88200000.0,18323.87908,958181.844,66100000.0,1.0,0.0,0.0,0.0,0.0,73028.0,96292.0,36.30884405,54.57095699,0.0,4380.0,1127.242579,1064.201192,1132524.177,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1127.383186,6.620980331,1873.083506,0.0,0.0,0.0,0.0,0.0,0.0,3203.0,21207.0,4814.0,9017024.0,8192.0,0.0,2803.0,20.0,8568852.5,12000000.0,17000000.0,108787.0,35500000.0,43200000.0,66100000.0,5020040.0,BENIGN
83121,1264,49190.0,4589,443.0,6.0,182,311490.0,11.0,11.0,2823.0,10739.0,1460.0,0.0,256.6363636,446.2230995,1460.0,0.0,976.2727273,638.9802956,43539.11843,70.62827057,14832.85714,21683.35627,54423.0,6.0,311490.0,31149.0,26906.73007,57807.0,32.0,262138.0,26213.8,25588.11955,57015.0,48.0,0.0,0.0,0.0,0.0,232.0,232.0,35.31413529,35.31413529,0.0,1460.0,589.6521739,649.6825525,422087.419,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,616.4545455,256.6363636,976.2727273,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2823.0,11.0,10739.0,8192.0,256.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
69890,1265,59710.0,1599,88.0,6.0,182,2625.0,9.0,6.0,3186.0,3184.0,1593.0,0.0,354.0,702.4469731,1592.0,0.0,530.6666667,822.105265,2426666.667,5714.285714,187.5,427.9729952,1471.0,2.0,2625.0,328.125,566.7736856,1471.0,2.0,1064.0,212.8,353.9501377,833.0,2.0,0.0,0.0,0.0,0.0,304.0,208.0,3428.571429,2285.714286,0.0,1593.0,398.125,712.1876976,507211.3167,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,424.6666667,354.0,530.6666667,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3186.0,6.0,3184.0,29200.0,260.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
75626,1268,1028.0,1599,135.0,6.0,182,39.0,1.0,3.0,6.0,18.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,615384.6154,102564.1026,13.0,21.65640783,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.707106781,1.0,0.0,0.0,0.0,0.0,0.0,20.0,60.0,25641.02564,76923.07692,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,7.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,18.0,255.0,2052.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
15043,1263,61935.0,1590,53.0,17.0,182,500.0,1.0,1.0,49.0,113.0,49.0,49.0,49.0,0.0,113.0,113.0,113.0,0.0,324000.0,4000.0,500.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,2000.0,2000.0,49.0,113.0,70.33333333,36.95041723,1365.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,105.5,49.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,1.0,113.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
62164,1261,53457.0,1599,53.0,17.0,183,167.0,2.0,2.0,88.0,188.0,44.0,44.0,44.0,0.0,94.0,94.0,94.0,0.0,1652694.611,23952.09581,55.66666667,56.88878038,116.0,3.0,3.0,3.0,0.0,3.0,3.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,40.0,40.0,11976.0479,11976.0479,44.0,94.0,64.0,27.38612788,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,44.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,88.0,2.0,188.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
69522,1265,21644.0,1599,53.0,17.0,183,174.0,2.0,2.0,88.0,188.0,44.0,44.0,44.0,0.0,94.0,94.0,94.0,0.0,1586206.897,22988.50575,58.0,60.62177826,123.0,3.0,3.0,3.0,0.0,3.0,3.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,64.0,64.0,11494.25287,11494.25287,44.0,94.0,64.0,27.38612788,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,44.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,88.0,2.0,188.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
19587,2564,443.0,1592,59143.0,6.0,183,53.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,226415.0943,37735.84906,53.0,0.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,18867.92453,18867.92453,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,31088.0,63937.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
69852,1265,36455.0,1599,88.0,17.0,183,939.0,2.0,2.0,2944.0,630.0,1472.0,1472.0,1472.0,0.0,315.0,315.0,315.0,0.0,3806176.784,4259.850905,313.0,497.6303849,887.0,3.0,3.0,3.0,0.0,3.0,3.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,64.0,64.0,2129.925453,2129.925453,315.0,1472.0,1009.2,633.714999,401594.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1261.5,1472.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2944.0,2.0,630.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
69702,1265,48113.0,1599,53.0,17.0,183,165.0,2.0,2.0,64.0,158.0,32.0,32.0,32.0,0.0,79.0,79.0,79.0,0.0,1345454.545,24242.42424,55.0,93.53074361,163.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,64.0,64.0,12121.21212,12121.21212,32.0,79.0,50.8,25.7429602,662.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.5,32.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,2.0,158.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
75676,1263,49666.0,1604,1045.0,6.0,183,1.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,2000000.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,2053.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
63723,1261,60561.0,1599,88.0,17.0,183,757.0,2.0,2.0,508.0,2796.0,254.0,254.0,254.0,0.0,1398.0,1398.0,1398.0,0.0,4364597.094,5284.015852,252.3333333,395.3180154,708.0,1.0,1.0,1.0,0.0,1.0,1.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,64.0,64.0,2642.007926,2642.007926,254.0,1398.0,711.6,626.5946058,392620.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,889.5,254.0,1398.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,508.0,2.0,2796.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
75716,1268,49254.0,1599,53.0,17.0,184,186.0,2.0,2.0,94.0,350.0,47.0,47.0,47.0,0.0,175.0,175.0,175.0,0.0,2387096.774,21505.37634,62.0,101.3262059,179.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,64.0,64.0,10752.68817,10752.68817,47.0,175.0,98.2,70.10848736,4915.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,122.75,47.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,94.0,2.0,350.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
14939,1263,61831.0,1590,53.0,17.0,184,173308.0,1.0,1.0,56.0,122.0,56.0,56.0,56.0,0.0,122.0,122.0,122.0,0.0,1027.073188,11.54014818,173308.0,0.0,173308.0,173308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,20.0,5.770074088,5.770074088,56.0,122.0,78.0,38.10511777,1452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,117.0,56.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,1.0,122.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
